file,target,trans_src_count
src/pull_module/cmd_exec.cpp,//src/pull_module:cmd_exec,3
src/pull_module/gguf_downloader.cpp,//src/pull_module:gguf_downloader,9
src/pull_module/hf_pull_model_module.cpp,//src/pull_module:hf_pull_model_module,17
src/pull_module/libgit2.cpp,//src/pull_module:libgit2,10
src/pull_module/model_downloader.cpp,//src/pull_module:model_downloader,7
src/pull_module/optimum_export.cpp,//src/pull_module:optimum_export,11
src/python/binding/ovms_py_tensor.cpp,//src/python/binding:pyovms.so,2
src/python/ovms_py_tensor.cpp,//src/python:ovmspytensor,1
src/python/pytensor_ovtensor_converter_calculator.cc,//src/python:pytensorovtensorconvertercalculator,6
src/python/pytensor_ovtensor_converter_calculator.pb.cc,//src/python:pytensorovtensorconvertercalculator_cc_proto,1
src/python/pytensorovtensorconvertercalculator_options_lib.cc,//src/python:pytensorovtensorconvertercalculator_options_registry,2
src/python/python_backend.cpp,//src/python:pythonbackend,2
src/python/python_executor_calculator.cc,//src/python:pythonexecutorcalculator,11
src/python/python_executor_calculator.pb.cc,//src/python:pythonexecutorcalculator_cc_proto,1
src/python/python_node_initializer.cpp,//src/python:pythonexecutorcalculator,11
src/python/pythonexecutorcalculator_options_lib.cc,//src/python:pythonexecutorcalculator_options_registry,2
src/python/pythoninterpretermodule.cpp,//src/python:libovmspythonmodule,16
src/python/pythonnoderesources.cpp,//src/python:pythonnoderesources,6
src/regularovtensorfactory.cpp,//src:libovmstensorfactory,5
src/rerank/rerank_calculator.cc,//src/rerank:rerankcalculator,11
src/rerank/rerank_calculator.pb.cc,//src/rerank:rerank_calculator_cc_proto,1
src/rerank/rerank_calculator_options_lib.cc,//src/rerank:rerank_calculator_options_registry,2
src/rerank/rerank_calculator_ov.cc,//src/rerank:rerankcalculator_ov,26
src/rerank/rerank_calculator_ov.pb.cc,//src/rerank:rerank_calculator_ov_cc_proto,1
src/rerank/rerank_calculator_ov_options_lib.cc,//src/rerank:rerank_calculator_ov_options_registry,2
src/rerank/rerank_node_initializer.cpp,//src/rerank:rerankcalculator_ov,26
src/rerank/rerank_utils.cpp,//src/rerank:rerank_api_handler,9
src/rest_parser.cpp,//src:rest_parser_utils,20
src/rest_utils.cpp,//src:rest_parser_utils,20
src/schema.cpp,//src:libovmsschema,6
src/sequence.cpp,//src:libovms_sequence,13
src/sequence_manager.cpp,//src:libovms_sequence_manager,14
src/serialization_common.cpp,//src:serialization_common,12
src/servable_definition_unload_guard.cpp,//src:libovms_single_version_servable_definition,11
src/servablemanagermodule.cpp,//src:servablemanagermodule,103
src/servables_config_manager_module/listmodels.cpp,//src/servables_config_manager_module:listmodels,7
src/servables_config_manager_module/servablesconfigmanagermodule.cpp,//src/servables_config_manager_module:servablesconfigmanagermodule,13
src/server.cpp,//src:ovms_lib,234
src/shape.cpp,//src:libovmsshape,4
src/sidepacket_servable.cpp,//src:sidepacket_servable,9
src/single_version_servable_definition.cpp,//src:libovms_single_version_servable_definition,11
src/statefulmodelinstance.cpp,//src:statefulmodelinstance,55
src/status.cpp,//src:libovmsstatus,2
