file,target,trans_src_count
src/test/tokenize_parser_test.cpp,//src:tokenize_parser_tests,3
src/test/unit_tests.cpp,//src:ovms_test,379
src/tfs_frontend/deserialization.cpp,//src:tfs_deserialization,19
src/tfs_frontend/serialization.cpp,//src:tfs_serialization,18
src/tfs_frontend/tensor_conversion.cpp,//src:tfs_backend_impl,48
src/tfs_frontend/tfs_backend_impl.cpp,//src:tfs_backend_impl,48
src/tfs_frontend/tfs_request_utils.cpp,//src:tfs_request_utils,19
src/tfs_frontend/tfs_utils.cpp,//src:tfs_utils,15
src/tfs_frontend/validation.cpp,//src:tfs_validation,16
src/tokenize/tokenize_parser.cpp,//src/tokenize:tokenize_parser,2
src/utils/env_guard.cpp,//src/utils:env_guard,2
src/utils/rapidjson_utils.cpp,//src/utils:rapidjson_utils,1
src/vaapitensorfactory.cpp,//src:libovmstensorfactory,5
src/version.cpp,//src:libovms_version_impl,1
